Timestamp,Sensor_ID,Voltage (V),Current (A),Power (kW),Frequency (Hz),Power_Factor,Location,Anomaly_Label
2024-05-13 00:00:00,S5,174.00703732605538,3.275669819037249,0.5699896004690477,50.0223467118311,0.9298589357607197,Zone2,1
2024-05-13 00:01:00,S5,224.01274895228173,4.848325050181284,1.0860866223053187,50.040596293894595,0.936534520030419,Zone4,0
2024-05-13 00:02:00,S1,226.96786556330753,6.510879646634892,1.4777604563363034,50.00636108191013,0.956611781209325,Zone4,0
2024-05-13 00:03:00,S1,230.63939012088431,3.398872977253955,0.7839139905722065,49.93479547532668,0.9561664367702988,Zone1,0
2024-05-13 00:04:00,S4,231.36385071224134,5.017890540702493,1.1609584779494597,49.99819178256692,0.9830126545483273,Zone5,0
2024-05-13 00:05:00,S4,224.99120006769414,5.110153517507504,1.1497395724341617,49.98189461226467,0.9554351581379141,Zone3,0
2024-05-13 00:06:00,S5,224.93022515921342,4.285030735177155,0.9638329280775472,50.10897730094026,0.9294426500468902,Zone5,0
2024-05-13 00:07:00,S4,222.39339308975414,3.855447583320744,0.8574260699343929,50.02315536239781,0.9725445018110208,Zone4,0
2024-05-13 00:08:00,S4,234.07248438529976,5.47028514992796,1.2804432353396495,50.06582591502438,0.9628319393239338,Zone5,0
2024-05-13 00:09:00,S3,229.82741628145502,3.2503027344686872,0.7470086795954866,49.98651698160891,0.938618744842665,Zone3,0
2024-05-13 00:10:00,S3,236.64254085111696,5.896822332709065,1.3954390197598836,50.01549984207995,0.9805541980661863,Zone1,0
2024-05-13 00:11:00,S2,229.7738124281004,5.349292681583394,1.229127373241153,50.06019848543776,0.9297512901742905,Zone2,0
2024-05-13 00:12:00,S2,239.7870222426744,5.024090960429563,1.2047118108777428,47.74406280384851,0.9576970354880341,Zone4,2
2024-05-13 00:13:00,S1,229.59649260065308,3.698656012138494,0.8491984477233167,50.11059712530471,0.943325060352234,Zone3,0
2024-05-13 00:14:00,S4,234.46624046138388,6.683868757003376,1.5671415791918846,49.89652946221406,0.9579753798750363,Zone1,0
2024-05-13 00:15:00,S1,233.7197595652838,6.082975695864105,1.4217116170788235,49.907268603388566,0.9471321196236232,Zone4,0
2024-05-13 00:16:00,S1,234.95946676713143,5.066703951713301,1.1904700587614747,49.84712042378489,0.9428730303088326,Zone2,0
2024-05-13 00:17:00,S1,239.1576057078695,3.687558000439579,0.8819075422940286,49.9248766330317,0.9656990584783911,Zone5,0
2024-05-13 00:18:00,S2,227.7084053361595,4.001543768759441,0.9111851504670581,50.28473316840496,0.9356807555275322,Zone5,0
2024-05-13 00:19:00,S4,225.94279754392866,3.2836964811865914,0.741927569244453,49.863464321908936,0.9181139435500713,Zone1,0
2024-05-13 00:20:00,S3,232.07289948004492,5.456875026034461,1.266392809392063,50.04594465489927,0.9361246585911458,Zone3,0
2024-05-13 00:21:00,S1,235.9762072895569,5.958394148435337,1.40603925268406,50.02367795967263,0.9644147768662605,Zone1,0
2024-05-13 00:22:00,S4,229.34018377560858,4.189776183263789,0.9608840398483853,49.897888362618964,0.9696499040375586,Zone2,0
2024-05-13 00:23:00,S5,227.2534725521419,4.535452075703062,1.0306972337973408,50.024229843816606,0.9555006594113858,Zone2,0
2024-05-13 00:24:00,S3,183.09337320465352,5.064665389597121,0.9273066703341977,49.95536695628337,0.921330200865394,Zone5,1
2024-05-13 00:25:00,S2,220.81025415087538,3.707692408709007,0.8186965030803072,49.98537888231519,0.9592716462704818,Zone5,0
2024-05-13 00:26:00,S2,227.20235831981904,5.422894490495782,1.2320944171601953,50.01075107439518,0.957596959175713,Zone1,0
2024-05-13 00:27:00,S1,228.78301795494883,4.197873870917788,0.9604022531827949,50.0654887759814,0.9686764779117126,Zone1,0
2024-05-13 00:28:00,S2,229.07346547538341,6.412589542376263,1.4689541091433334,50.06997030505986,0.967106335808751,Zone2,0
2024-05-13 00:29:00,S4,225.7597765264445,5.151163753371163,1.162925577812195,50.0098211882691,0.9500082152675184,Zone1,0
2024-05-13 00:30:00,S1,234.64202416580244,4.825452622177146,1.1322539707838246,50.03022030497236,0.9616454823182903,Zone4,0
2024-05-13 00:31:00,S2,230.44756378882505,6.533351885247992,1.505595025330527,49.88522460641061,0.9329770166467943,Zone4,0
2024-05-13 00:32:00,S4,237.36248430364793,2.352292692447657,0.5583460372886926,50.057951528838956,0.9193806533047574,Zone3,0
2024-05-13 00:33:00,S4,231.88146332328284,6.28312362365568,1.4569399000943666,49.933161223109536,0.9603537202500869,Zone4,0
2024-05-13 00:34:00,S4,231.7708428323906,4.672328950791323,1.0829096189150844,49.826480170600405,0.9936082314496173,Zone4,0
2024-05-13 00:35:00,S2,224.55653825931367,4.180420066425429,0.9387406585862645,50.19477948599973,0.979615528947215,Zone5,0
2024-05-13 00:36:00,S3,231.4058480097919,4.939962555171862,1.1431362242161631,50.03446773570856,0.9447725402247737,Zone3,0
2024-05-13 00:37:00,S2,226.43796099960505,7.16287000275638,1.6219456783293902,49.94298590779315,0.9290038008469012,Zone5,0
2024-05-13 00:38:00,S2,230.96555043280634,4.08764491656751,0.9441051581288776,49.87989563356971,0.9490009733688128,Zone5,0
2024-05-13 00:39:00,S1,231.3027719982612,3.9717851596111022,0.9186849171996042,49.92116193327132,0.9150464106394218,Zone2,0
2024-05-13 00:40:00,S2,232.51543908109247,5.9159176008848116,1.375542178537295,50.06420545140736,0.9597033434619492,Zone2,0
2024-05-13 00:41:00,S4,234.6279469851184,5.1569105230599614,1.209955328811512,49.92318508357078,0.9582706800632681,Zone2,0
2024-05-13 00:42:00,S2,232.72481189274828,5.475024010241699,1.2741739328917796,50.12443325619779,0.9594663528750168,Zone1,0
2024-05-13 00:43:00,S5,223.62949848310947,3.998411529760002,0.8941627651293118,50.007513000025035,0.9348002328620536,Zone3,0
2024-05-13 00:44:00,S3,239.87019561615867,6.066970779596161,1.45528546769925,49.8815195162245,0.9460065156115083,Zone3,0
2024-05-13 00:45:00,S4,229.42588638609965,6.036420964059355,1.3849112302789515,50.12055305020585,0.9207785678244473,Zone3,0
